"date","sample_location","time1","vocs1_ppm","temp1_f","humidity1","observations1","time2","vocs2_ppm","temp2_f","humidity2","observations2","time3","vocs3_ppm","temp3_f","humidity3","observations3"
"2018-09-10T00:00:00.000","12th Floor",,"0.3","75.3","61.7",,,"0.2","74.9","59.6",,,"0.2","76.5","56.1",
"2018-09-10T00:00:00.000","13th Floor",,"0.2","75.2","65.1",,,"0.3","74.6","68.3",,,"0.3","76","54.6",
"2018-09-10T00:00:00.000","14th Floor",,"0.3","74.8","63.0",,,"0.2","74.1","71.5",,,"0.2","75.6","54.6",
"2018-09-10T00:00:00.000","15th Floor",,"0.2","74.6","65.4",,,"0.3","73.5","68.7",,,"0.2","75.5","57.5",
"2018-09-10T00:00:00.000","16th Floor",,"0.2","74.2","64.1",,,"0.1","73.2","71.6",,,"0.2","73.5","60.1",
"2018-09-11T00:00:00.000","Basement:",,,,,,,,,,,,,,,
"2018-09-11T00:00:00.000","Plaster shop",,,,,"No access",,,,,"No access",,,,,
"2018-09-11T00:00:00.000","1st Floor:",,,,,,,,,,,,,,,
"2018-09-11T00:00:00.000","Slop sink room",,"<0.1","72.8","82.7",,,"--","--","--","No access",,,,,
"2018-09-11T00:00:00.000","Elevator 2 (L)",,,,,"No access",,,,,"No access",,,,,
"2018-09-12T00:00:00.000","Basement:",,,,,,,,,,,,,,,
"2018-09-12T00:00:00.000","Plaster shop",,,,"no access",,,,"no access",,,,"no access",,,
"2018-09-12T00:00:00.000","Storage room",,,,"no access",,,,"no access",,,,"no access",,,
"2018-09-12T00:00:00.000","Exman room",,,,"no access",,,,"no access",,,,"no access",,,
"2018-09-12T00:00:00.000","1st Floor:",,,,,,,,,,,,,,,
"2018-09-13T00:00:00.000","Basement:",,,,,,,,,,,,,,,
"2018-09-13T00:00:00.000","1st Floor:",,,,,,,,,,,,,,,
"2018-09-13T00:00:00.000","Tenant Association room",,,,,"no access",,,,,"No access",,,,,"No access"
"2018-09-14T00:00:00.000","Basement:",,,,,,,,,,,,,,,
"2018-09-14T00:00:00.000","Plaster shop",,,,,"No access",,,,,"No access",,,,,"No access"
"2018-09-14T00:00:00.000","Storage room",,,,,"No access",,,,,"No access",,,,,"No access"
"2018-09-14T00:00:00.000","1st Floor:",,,,,,,,,,,,,,,
"2018-09-08T00:00:00.000","4th Floor"," 10:39:00","0.5","80.7","47.9",," 15:44:00","0.5","80.6","46.0","Joint compound near vent","22:57:00","0.5","79.8","50.5",
"2018-09-08T00:00:00.000","6th Floor"," 10:36:00","0.6","81.1","48.5","Smoking"," 15:42:00","0.6","80.7","45.3","Smoking","22:55:00","0.8","80","55.1","1.2-1.5 ppm near trash compactor"
"2018-09-09T00:00:00.000","4th Floor"," 08:50:00","0.4","77.6","50.8",," 16:30:00","0.4","78.0","55.6",,"10:48:00","0.7","77.1","58.8","Strong Trash Odor"
"2018-09-08T00:00:00.000","Office"," 10:02:00","<0.1","72","64.2",," 15:55:00","<0.1","81.3","43.9",,"23:06:00","<0.1","79.2","56.5",
"2018-09-08T00:00:00.000","Hallway"," 10:00:00","<0.1","72","64.2",," 15:50:00","0.1","70.8","56.2",,"23:07:00","0.2","80.3","54.9",
"2018-09-09T00:00:00.000","2nd Floor"," 08:52:00","0.6","78.3","51.5","Apt 2E*"," 16:35:00","0.4","78.6","58.9",,"10:50:00","0.4","77.5","56.1","Cooking Odor"
"2018-09-13T00:00:00.000","6th Floor"," 07:28:00","0.3","78","76.4",," 16:27:00","0.1","78.4","77.1",,"23:01:00","0.6","78.3","78.5","High reading by apartment 6G and 6H"
"2018-09-11T00:00:00.000","16th Floor",,"0.2","75.3","76.5",," 16:19:00","0.5","77.5","77.3","Cleaning chemical odor",,,,,
"2018-09-09T00:00:00.000","Gas meter room"," 08:21:00","<0.1","70.1","74.2",," 15:21:00","<0.1","75.1","68.0",,"10:22:00","<0.1","70.1","69.4",
"2018-09-13T00:00:00.000","Storage room"," 08:10:00","<0.1","72.2","89.9",,,,,,"No access",,,,,"No access"
"2018-09-08T00:00:00.000","7th Floor"," 10:35:00","0.5","81.6","49.4",," 15:41:00","0.5","81.0","46.5",,"22:55:00","0.5","80.1","52.2","Cooking smell"
"2018-09-09T00:00:00.000","7th Floor"," 08:48:00","0.4","77.8","58.4",," 16:25:00","0.4","78.5","57.7",,"10:45:00","0.4","77.3","54.7",
"2018-09-13T00:00:00.000","14th Floor"," 08:21:00","0.2","77.5","76.8",," 16:19:00","0.2","78.1","78.5",,"22:44:00","0.1","78.3","73.9",
"2018-09-07T00:00:00.000","9th Floor",,"0.4",,,"high temperature, humid, poor ventillation, stagnant air ",,,,,,,,,,
"2018-09-08T00:00:00.000","16th Floor"," 10:15:00","0.2","75.5","56.7",," 15:31:00","0.2","79.5","46.8",,"22:48:00","0.2","78.1","58.0",
"2018-09-09T00:00:00.000","11th Floor"," 08:45:00","0.3","76.7","56.5",," 16:19:00","0.3","78.2","58.1",,"10:39:00","0.3","76.8","52.6",
"2018-09-09T00:00:00.000","Elevator 1 (R)"," 08:41:00","<0.1","65.5","82.0",," 16:10:00","0.2","73.4","70.5",,"10:31:00","0.1","68.3","65.6",
"2018-09-11T00:00:00.000","Boiler/tank room",,"<0.1","75.1","83.7",," 16:08:00","<0.1","80.5","82.2",,,,,,
"2018-09-13T00:00:00.000","9th Floor"," 08:26:00","0.2","78.1","76.2",," 16:25:00","0.3","78.7","77.2","Cooking odor","22:57:00","0.1","78.9","74.4",
"2018-09-12T00:00:00.000","Sprinkler control valve room"," 11:20:00","<0.1","76.8",,"1899-12-31T16:13:00","<0.1","77.7",,"1899-12-31T22:17:00","<0.1","76.7",,,,
"2018-09-12T00:00:00.000","2nd Floor"," 11:45:00","0.9","77.6","strong odor from 3rd floor","1899-12-31T16:35:00","0.5","78.0",,"1899-12-31T22:41:00","0.4","78",,,,
"2018-09-08T00:00:00.000","8th Floor"," 10:32:00","0.4","81.3","46.5","Odor"," 15:40:00","0.3","80.5","44.3",,"22:54:00","0.4","79.8","51.1",
"2018-09-09T00:00:00.000","14th Floor"," 08:42:00","0.1","74.5","65.3",," 16:14:00","0.8*","76.5","61.9","Apt 14E","10:36:00","0.2","75.6","54.6",
"2018-09-14T00:00:00.000","7th Floor"," 08:39:00","0.3","78.2","70.6","odor"," 16:50:00","0.1","78.9","70.2",,"22:22:00","0.3","78.8","64.2",
"2018-09-09T00:00:00.000","Slop sink room"," 08:40:00","<0.1","62.7","90.5",,"--","--","--","--","No access","10:30:00","<0.1","66.1","69.9",
"2018-09-11T00:00:00.000","Main area",,"<0.1","69.9","84.6",," 16:00:00","0.2","75.3","81","Paint odor",,,,,
"2018-09-14T00:00:00.000","Slop sink room",,,,,"No access",,,,,"No access",,,,,"No access"
"2018-09-14T00:00:00.000","5th Floor"," 08:42:00","0.1","77.9","71.7",," 16:53:00","0.1","78.4","68.8",,"22:24:00","0.5","78.1","65.8","strong odor"
"2018-09-12T00:00:00.000","13th Floor"," 11:34:00","0.9","77.8","chemical cleaner odor","1899-12-31T16:27:00","0.4","77.9",,"1899-12-31T22:26:00","1.3","78.2","high readings by 13B (5.7 ppm) & 13D (3.6ppm)",,,
"2018-09-09T00:00:00.000","15th Floor"," 08:42:00","0.2","73.1","64.5",," 16:11:00","0.4","77.0","63.1",,"10:36:00","0.4","75.5","57.5","Cooking Odor"
"2018-09-14T00:00:00.000","11th Floor"," 08:32:00","0.1","77.7","65.2",," 16:42:00","0.5","78.5","65.0","2.0 ppm by door of 11D","22:14:00","0.6","78.4","59.3","4.3ppm near Apt. 11D"
"2018-09-11T00:00:00.000","9th Floor",,"0.4","75.9","74.3",," 16:29:00","0.6","76.9","78.1","Paint odor",,,,,
"2018-09-07T00:00:00.000","14th Floor",,"0.5",,,"high temperature, humid, poor ventillation, stagnant air ",,,,,,,,,,
"2018-09-08T00:00:00.000","Exman room"," 09:59:00","<0.1","72","64.2",," 15:52:00","0.2","76.2","57.4",,"--","--","--","--","No access"
"2018-09-13T00:00:00.000","5th Floor"," 08:29:00","0.2","77.7","72.3",," 16:28:00","0.1","77.9","73.8",,"23:03:00","0.7","77.7","74.2","Strong cooking odor"
"2018-09-12T00:00:00.000","8th Floor"," 11:38:00","0.5","77.6",,"1899-12-31T16:30:00","0.2","77.9",,"1899-12-31T22:34:00","0.2","78.1",,,,
"2018-09-09T00:00:00.000","Hallway"," 08:18:00","<0.1","75","55.0",," 15:22:00","<0.1","73.0","63.3",,"10:25:00","<0.1","72","58",
"2018-09-08T00:00:00.000","Electric meter room"," 09:58:00","<0.1","78.5","69.0",," 15:53:00","0.1","77.7","57.9",,"23:09:00","0.1","73.9","74.9",
"2018-09-11T00:00:00.000","Exman room",,"0.2","70","93.2",," 16:03:00",,,,"No access",,,,,
"2018-09-11T00:00:00.000","Elevator 1 (R)",,"0.2","73.4","84.1",," 16:13:00","0.2","77.2","82.4",,,,,,
"2018-09-08T00:00:00.000","2nd Floor"," 10:41:00","0.6","81.6","47.6","Odor"," 15:45:00","0.7","81.3","44.1","Joint compound near vent","22:58:00","0.5","80.5","53.2",
"2018-09-13T00:00:00.000","Hallway"," 08:17:00","<0.1","76.3","79.9",," 16:15:00","<0.1","76.5","82.8",,"22:37:00","<0.1","74.4","87.7",
"2018-09-14T00:00:00.000","Gas meter room"," 08:10:00","<0.1","78.4","78.8",," 16:25:00","<0.1","79.2","70.3",,"22:01:00","<0.1","77.8","68.5",
"2018-09-12T00:00:00.000","6th Floor"," 11:40:00","0.5","77.2",,"1899-12-31T16:32:00","0.3","77.5",,"1899-12-31T22:35:00","0.7","77.8","odor and high readings by 6H (3.6 ppm)",,,
"2018-09-12T00:00:00.000","15th Floor"," 11:32:00","0.4","77.9","food odor","1899-12-31T16:26:00","0.3","78.5","food odor","1899-12-31T22:24:00","0.4","78.3","readings by 15E (1.0 ppm) &  15B (1.2 ppm)",,,
"2018-09-13T00:00:00.000","Gas meter room"," 08:12:00","<0.1","76.9","86.7",," 16:12:00","<0.1","78.3","80.8",,"22:08:00","<0.1","77.7","82.6",
"2018-09-10T00:00:00.000","Tenant Association room",,"--",,"--","No access",,"--","--","--",,,,,,"No access"
"2018-09-14T00:00:00.000","Hallway"," 08:20:00","0.1","78","74.0",," 16:33:00","0.1","77.9","75.4",,"22:05:00","<0.1","75.5","74.9",
"2018-09-11T00:00:00.000","Electric meter room",,"<0.1","70.3","90.3",," 16:01:00","0.1","76.4","79.8",,,,,,
"2018-09-12T00:00:00.000","14th Floor"," 11:33:00","0.4","77.9","food odor","1899-12-31T16:26:00","0.3","78.2","food odor","1899-12-31T22:25:00","0.3","78.3",,,,
"2018-09-13T00:00:00.000","Elevator 1 (R)"," 08:33:00","0.2","77.7","80.1","trash on the floor"," 16:16:00","0.2","77.6","80.7",,,"0.1","75.5","86.3",
"2018-09-12T00:00:00.000","Elevator 2 (L)"," 11:30:00","0.1","78",,,,,"no access ","1899-12-31T22:22:00","<0.1","78.2",,,,
"2018-09-12T00:00:00.000","Paint Room"," 11:19:00","<0.1","76.5",,"1899-12-31T16:12:00","<0.1","77.4",,"1899-12-31T22:17:00","<0.1","76.1",,,,
"2018-09-14T00:00:00.000","14th Floor"," 08:28:00","0.1","78","73.2",," 16:37:00","0.1","78.6","68.8",,"22:09:00","0.2","78.1","72",
"2018-09-09T00:00:00.000","5th Floor"," 08:49:00","0.4","77.5","56.1",," 16:28:00","0.4","78.2","59.4","Cooking Odor","10:47:00","0.4","77.1","53.6",
"2018-09-12T00:00:00.000","9th Floor"," 11:37:00","0.6","77.7","paint odor","1899-12-31T16:30:00","0.3","77.9",,"1899-12-31T22:33:00","0.2","78.1",,,,
"2018-09-08T00:00:00.000","Sprinkler control valve room"," 10:00:00","<0.1","78.7","67.3",," 15:54:00","<0.1","79.6","52.5",,"--","--","--","--","No access"
"2018-09-07T00:00:00.000","16th Floor",,"0.3",,,"high temperature, humid, poor ventillation, stagnant air ",,,,,,,,,,
"2018-09-14T00:00:00.000","Electric meter room"," 08:06:00","<0.1","74.4","87.4",," 16:20:00","<0.1","78.1","71.6",,"21:59:00","<0.1","76.1","79.1",
"2018-09-14T00:00:00.000","Main area"," 08:05:00","<0.1","73","81.7",," 16:10:00","<0.1","77.3","72.6",,"21:58:00","<0.1","74.3","79.6",
"2018-09-08T00:00:00.000","11th Floor"," 10:25:00","0.4","80.8","46.2",," 15:37:00","0.4","80.3","44.8",,"22:52:00","0.4","80.2","52.8",
"2018-09-12T00:00:00.000","4th Floor"," 11:42:00","0.9","76.9","strong odor; high readings by 4D","1899-12-31T16:34:00","0.7","77.3","strong odor; high readings by 4D","1899-12-31T22:38:00","0.6","77.3","strong odor; high readings by 4B (1.1 ppm)",,,
"2018-09-08T00:00:00.000","Tenant Association room"," 11:25:00","<0.1","75.5","57.5",," 17:00:00","<0.1","--","--",,"--","--","--","--","No access"
"2018-09-13T00:00:00.000","Boiler/tank room"," 08:13:00","<0.1","79.4","85.5",," 16:12:00","<0.1","81.5","81.2",,"22:10:00","<0.1","80.5","81.5",
"2018-09-11T00:00:00.000","Storage room",,"<0.1","69.9","88.3",," 16:02:00","0.1","76.7","83.3",,,,,,
"2018-09-14T00:00:00.000","Office"," 08:12:00","<0.1","83.4","79.3",," 16:28:00","<0.1","82.5","67.6",,"22:02:00","<0.1","81","66.6",
"2018-09-09T00:00:00.000","3rd Floor"," 08:51:00","0.5","77.7","53.1","Cooking Odor"," 16:32:00","0.4","78.1","58.6",,"10:49:00","0.4","76.7","53.6",
"2018-09-13T00:00:00.000","15th Floor"," 08:20:00","0.2","77.4","77.7",," 16:18:00","0.2","78.1","76.4",,"22:41:00","0.2","78.3","77.4",
"2018-09-07T00:00:00.000","12th Floor",,"0.3",,,"high temperature, humid, poor ventillation, stagnant air ",,,,,,,,,,
"2018-09-11T00:00:00.000","14th Floor",,"0.2","75.6","74.6",," 16:21:00","0.3","76.8","75.8",,,,,,
